Savage,Megan Thee Stallion,"[Intro]
I'm that bitch (Yeah)
Been that bitch, still that bitch (Ah)
Will forever be that bitch (Forever be that bitch)
Yeah (Ayy, ah)

[Verse 1]
I'm the hood Mona Lisa, break a nigga into pieces
Had to X some cheesy niggas out my circle like a pizza (Yeah)
I'm way too exclusive, I don't shop on Insta' boutiques
All them lil' ass clothes only fit fake booties
Bad bitch, still talking cash shit
Pussy like water, I'm unbothered and relaxing
I would never trip on a nigga if I had him
Bitch, that's my trash, you the maid, so you bagged him, ah

[Chorus]
I'm a savage (Yeah)
Classy, bougie, ratchet (Yeah)
Sassy, moody, nasty (Hey, hey, yeah)
Acting stupid, what's happening? (Woah, woah)
Bitch, what's happening? (Woah, woah)
Bitch, I'm a savage, yeah
Classy, bougie, ratchet, yeah
Sassy, moody, nasty, huh
Acting stupid, what's happening?
Bitch, what's happening? (Ayy, ah)

[Verse 2]
Eat me and record it, but your edge-up all I'm showing (Ah)
I keep my niggas private, so his AP all I'm showing (Baow)
Beefing with you bitches really getting kinda boring
If it ain't about the money, then you know I'm gon' ignore it
I'm the shit, ooh (Ayy)
I need a mop to clean the floor, it's too much drip, ooh (Too much drip, ooh)
I keep a knot, I keep a watch, I keep a whip, ooh (I keep a whip, baow)
Let's play a game, Simon says I'm still that bitch, ayy (Still that bitch)
I'm still that bitch, yeah (Ah)

[Chorus]
I'm a savage
Classy, bougie, ratchet (Yeah)
Sassy, moody, nasty (Yeah)
Acting stupid, what's happening? (What's up?)
Bitch, what's happening? (What's up?)
Bitch, I'm a savage, yeah
Classy, bougie, ratchet, yeah (Bitch)
Sassy, moody, nasty, huh
Acting stupid, what's happening? (What's up?)
Bitch, what's happening?

[Verse 3]
Bitch, I'm lit like a match, ooh
And any nigga I let hit is still attached, ooh
That body right, but you know this pussy fat, ooh
I drop a picture, now these bitches feel attacked, ayy
Don't let that nigga gas you up and get you whacked, ooh
I make a call and get a pussy nigga smacked, uh
These bitches talkin' 'bout pulling up, well, where you at? Ooh
I'm in a Lam', bitch, catch me if you can, ooh
I'm kickin' bitches out they spot, Stalli' Chan, yeah (Ah, yeah)

[Outro]
Niggas say I taste like sugar, but ain't shit sweet (Ah)
Mwah
Ayy, ayy, ooh, ooh, ooh, ooh, mwah",,,
Rise Up (Performance Version),Just Sam,,,,
My Superhero (The Voice Performance),Toneisha Harris,,,,
You Say,Lauren Daigle,"[Verse 1]
I keep fighting voices in my mind that say I’m not enough
Every single lie that tells me I will never measure up
Am I more than just the sum of every high and every low?
Remind me once again just who I am, because I need to know

[Chorus]
You say I am loved when I can’t feel a thing
You say I am strong when I think I am weak
You say I am held when I am falling short
When I don’t belong, You say I am Yours
And I believe, I believe
What You say of me
I believe

[Verse 2]
The only thing that matters now is everything You think of me
In You, I find my worth; in You, I find my identity

[Chorus]
You say I am loved when I can’t feel a thing
You say I am strong when I think I am weak
You say I am held when I am falling short
When I don’t belong, You say I am Yours
And I believe, I believe
What You say of me
I believe

[Bridge]
Taking all I have and now I'm laying it at Your feet
You have every failure, God
You'll have every victory

[Chorus]
You say I am loved when I can’t feel a thing
You say I am strong when I think I am weak
You say I am held when I am falling short
When I don’t belong, You say I am Yours
And I believe, I believe
What You say of me
I believe

[Outro]
Oh, I believe
Yes, I believe
What You say of me
Oh, I believe",,,
Intentions (feat. Quavo),Justin Bieber,"He's perfect, perfect he dont need no filter
Flawless never had to sin to be a leader
Showers us with all His attention
Yh these are His only intentions
Stay in my heart, Lord i plead for your mercy
You're full of equity you're an asset
I'll make sure that i dont need no mentions
Yh these are His only intention
Shout out to the Father, yh for making me
I dont deserve it i dont deserve His mercy
But when i confess, He is there
He's there to comfort me( yh to comfort me yh)
Can nobody throw shade on His name
He's peace
Tripple one Father,Son and the Holy Spirit
He makes it easy to choose
He's got that sweet grace i can't refuse(no i can't refuse it)
Chrous :He's grace and mercy he dont need no filter
Flawless never had to sin to be my leader
He showers us with all His attention
Yh these are His only intentions
Stay in my heart Lord I plead for your mercy
You're full of equity your an asset
I'll make sure that i dont need no mentions
Yh these are His only intentions
Already passed He dont need no approval
Good everyway couldn't worry bout refusing
First in my life you've got the upper hand Lord
Dont need a sponsor no you're my brand Lord
You're my king, My one and only
Never turned you're face on me
Love you Lord through the pain or sorrow
That's how i feel Jesus, Jesus yes He is
Chrous : He's grace and mercy he dont need no filter
Flawless never had to sin to be a leader
Showers us with all His attention
Yh these are His only intentions
Stay in my heart Lord i plead for your mercy
You're full of equity you're an asset(asset)
I'll make sure that I dont need no mentions (yah,yah)
Yh these are His only intentions

No lie, No pretendance
He dont need mentions
He set goals and can decide to be independent
But He minded your business, its in His feeling
No fifty fifty percent chance
Attention He gave commitment
We've got to both admit it
He never left your side
He's a blessing, and by your side
Lord your the best thing
And i dont need a witness
You're on fire, yh your grace is still perfect fitness

Chrous: He's grace and Mercy ...........",,,
Roses (Imanbek Remix),SAINt JHN,"[Verse 1]
Roses
I walked in the corner with the body screaming dolo
Never sold a bag but look like Pablo in a photo
This gon' make 'em feel the way like Tony killed Manolo
You already know though, you already know though
I walk in the corner with the money, on my finger
She might get it popping, I might wife her for the winter
I already know, already know, nigga roses
All I need is roses

[Chorus]
Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through it all
Fuck with a nigga raw, this who you wanna be
And I know you won't tell nobody nothing
And I know you won't tell nobody no

[Verse 2]
Roses
I might pull up flexing on these niggas like aerobics
I might tell her girl you cute but balling, that shit gorgeous
Standing on the table, Rosé, Rosé, fuck the waters
You know who the God is

[Chorus]
Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through it all
Fuck with a nigga raw, this who you wanna'-

[Verse 1]
Roses
I walked in the corner with the body screaming dolo
Never sold a bag but look like Pablo in a photo
This gon' make 'em feel the way like Tony killed Manolo
You already know though, you already know though
I walk in the corner with the money, on my finger
She might get it popping, I might wife her for the winter
I already know, already know, nigga roses
All I need is roses

[Chorus]
Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through it all
Fuck with a nigga raw
And I know you won't tell nobody nothing
And I know you won't tell nobody no

[Verse 2]
Roses
I might pull up flexing on these niggas like aerobics
I might tell her girl you cute but balling, that shit gorgeous
Standing on the table, Rosé, Rosé, fuck the waters
You know who the God is

[Outro]
Turn up baby, turn up, when I turn it on
You know how I get too lit when I turn it on
Can't handle my behavior when I turn it on
Too fast, never ask, if the life don't last
Done been through",,,
Sedona (The Voice Performance),Thunderstorm Artis,,,,
Somewhere Over the Rainbow / What a Wonderful World,Israel Kamakawiwo'ole,"'Kay, this one's for Gabby

Somewhere over the rainbow
Way up high
And the dreams that you dreamed of
Once in a lullaby
Somewhere over the rainbow
Blue birds fly
And the dreams that you dreamed of
Dreams really do come true ooh ooooh
Someday I'll wish upon a star
Wake up where the clouds are far behind me
Where trouble melts like lemon drops
High above the chimney tops that's where you'll find me
Oh somewhere over the rainbow, bluebirds fly
And the dream that you dare to, oh why, oh why can't I?

Well I see trees of green and red roses too
I'll watch them bloom for me and you
And I think to myself
What a wonderful world

Well I see skies of blue and I see clouds of white
And the brightness of day highlight the dark and I think to myself
What a wonderful world

The colors of the rainbow so pretty in the sky
Are also on the faces of people passing by
I see friends shaking hands
Saying, ""How do you do?""
They're really saying, ""I...I love you""
I hear babies cry and I watch them grow
They'll learn much more
Than we'll know
And I think to myself
What a wonderful world, world

Someday I'll wish upon a star
Wake up where the clouds are far behind me
Where trouble melts like lemon drops
High above the chimney top that's where you'll find me
Oh, somewhere over the rainbow, way up high
And the dream that you dare to, why, oh why can't I? I?",,,
Hard to Forget,Sam Hunt,"[Intro]
There stands the glass
That will ease all my pain
That will settle my brain
It's my first one today
There stands the glass
That-that will ease all my pain
That-that will settle my brain
It's-it's my first one today

[Verse 1]
Ayy
I saw your sister at work
I saw your mama at church
I'm pretty sure I saw your car at the mall
I see your face in the clouds
I smell your perfume in crowds
I swear your number's all my phone wants to call

[Pre-Chorus]
It's kinda funny how I can't seem
To get away from you
It's almost like you don't want me to

[Chorus]
You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget

[Verse 2]
Told me to leave all your things
Out on the porch, on the swing
You'd come and grab 'em by the end of the week
Well, it's just some jeans and a shirt
But it's a whole lot of hurt
I think I know why you've been dragging your feet

[Pre-Chorus]
Ain't it funny how I can't seem
To get away from you?
It's almost like you don't want me to

[Chorus]
You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget

[Bridge]
There stands the glass
That-that will ease all my pain
That-that will settle my brain
It's-it's my first one today

[Chorus]
You've got a cold heart and the cold hard truth
I got a bottle of whiskey, but I got no proof
That you showed up tonight
In that dress just to mess with my head
So much for so long
Out of sight, out of mind
Girl, you're lookin' so good
It's drivin' me out of mine
Oh, you're breakin' my heart
Baby, you're playin' hard to forget

[Outro]
Oh honey, I'm fallin' apart
And you're playin' hard to forget",,,
Angels & Demons,jxdn,"[Verse 1]
Two face, two face, yeah
Black, white, left, right, yeah
Up, down, all night, yeah
Can't escape it ever
Don't forget my name
I don't feel the same
On a trip, no train

[Pre-Chorus]
And all these angels and demons
Keep shoutin' and screamin'
I'm fallin' from Eden

[Chorus]
So fuck me like a rockstar, dancing on a cop car
Nothin' in the world can stop me now
Fucked up like a rockstar, riding in a cop car
No one in the world can help me now

[Verse 2]
Everybody said that I'm falling, uh
Took another line, I'm calling, uh
I'm so sick of the nonsense, uh
I'ma dive into the mosh pit, uh
I don't really think I'm the problem
I don't really think it's a problem
Me plus me is a problem
One gunshot could solve 'em
Tell my friends I'm sorry though
T-T-T-Tell my sins to go

[Pre-Chorus]
And all these angels and demons
Keep shoutin' and screamin'
I'm fallin' from Eden

[Chorus]
So fuck me like a rockstar, dancing on a cop car
Nothin' in the world can stop me now
Fucked up like a rockstar, riding in a cop car
No one in the world can help me now

[Pre-Chorus]
(Rockstar, rockstar)
And all these angels and demons
Keep shoutin' and screamin'
I'm falling from Eden

[Chorus]
So fuck me like a rockstar, dancing on a cop car
Nothing in the world can stop me now
Fucked up like a rockstar, riding in a cop car
No one in the world can help me now
So fuck me like a rockstar, dancing on a cop car
Nothing in the world can stop me now
Fucked up like a rockstar, riding in a cop car
No one in the world can help me now

[Outro]
([?] rockstar)
(Fuck me like a rockstar)",,,
Somewhere Over the Rainbow,Israel Kamakawiwo'ole,"[Intro]
Ooh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Ooh-oh-oh-oh
Ooh-oh-oh
Ooh-oh-oh

[Verse 1]
Somewhere over the rainbow
Way up high
And the dreams that you dreamed of
Once in a lullaby
Oh, somewhere over the rainbow
Bluebirds fly
And the dreams that you dreamed of
Dreams really do come true ooh-oh-oh, oh-oh-oh

[Verse 2]
Someday I'll wish upon a star
Wake up where the clouds are far behind me ee-ee-ee
Where trouble melts like lemon drops
High above the chimney tops, that's where you'll find me, oh
Somewhere over the rainbow bluebirds fly
And the dream that you dare to, oh why, oh why can't I, I?

[Verse 3]
Oh, someday I'll wish upon a star
Wake up where the clouds are far behind me
Where trouble melts like lemon drops
High above the chimney top that's where you'll find me
Oh, somewhere over the rainbow way up high
And the dream that you dare to, why, oh why can't I, I?

[Outro]
Ooh-oh-oh, oh-oh-oh-oh, oh-oh
Ooh-oh-oh-oh
Ooh-ah-ah-ah-ah-ah, ah-ah-ah",,,
Six Feet Apart,Luke Combs,"[Verse 1]
When the dogwoods start to bloom
And the crickets hum their tune
That's usually about the time
That I feel most alive
But the news has all been bad
And the whole world seems so sad
I ain't had much else going on
So I sat down and wrote this song

[Chorus]
I miss my mom, I miss my dad
Miss the road, I miss my band
Giving hugs and shaking hands
It's a mystery, I suppose
Just how long this thing goes
But there'll be crowds and there'll be shows
And there will be light after dark
Some day when we aren't six feet apart

[Verse 2]
First thing that I'm gonna do
Slide on in some corner booth
And take the whole damn family out
Buy my buddies all a round
Pay some extra on the tab
Catch a movie, catch a cab
Watch a ball game from the stands
Probably over-wash my hands

[Chorus]
I miss my mom, I miss my dad
Miss the road, I miss my band
Giving hugs and shaking hands
Well, it's a mystery, I suppose
Just how long this thing goes
But there'll be crowds and there'll be shows
And there will be light after dark
Some day when we aren't six feet apart

[Chorus]
I miss my mom, I miss my dad
I miss the road, I miss my band
Giving hugs and shaking hands
Well, it's a mystery, I suppose
Just how long this thing goes
But there'll be crowds and there'll be shows
And there will be light after dark
Some day when we aren't six feet apart

[Outro]
There will be light after dark
Some day when we aren't six feet apart",,,
Sunday Best,Surfaces,"[Intro: Forrest]
Good, feeling good

[Chorus: Forrest]
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Yeah, ayy, ayy)

[Verse 1: Forrest]
Every day can be a better day, despite the challenge
All you gotta do is leave it better than you found it
It's gonna get difficult to stand, but hold your balance
I just say whatever 'cause there is no way around it 'cause

[Pre-Chorus: Forrest]
Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay

[Chorus: Forrest]
Ayy, feeling good like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Ayy)

[Verse 2: Forrest]
Some days you wake up and nothing works, you feel surrounded
Gotta give your feet some gravity to get you grounded
Keep good things inside your ears just like the waves and sound did
And just say whatever 'cause there is no way around it

[Pre-Chorus: Forrest]
Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay

[Chorus: Forrest]
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best",,,
Memories,Maroon 5,"[Chorus]
Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you

[Verse 1]
There's a time that I remember, when I did not know no pain
When I believed in forever, and everything would stay the same
Now my heart feel like December when somebody say your name
'Cause I can't reach out to call you, but I know I will one day, yeah

[Pre-Chorus]
Everybody hurts sometimes
Everybody hurts someday, ayy-ayy
But everything gon' be alright
Go and raise a glass and say, ayy

[Chorus]
Here's to the ones that we got
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, memories bring back you

[Post-Chorus]
Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo
Memories bring back, memories bring back you

[Verse 2]
There's a time that I remember when I never felt so lost
When I felt all of the hatred was too powerful to stop (Ooh, yeah)
Now my heart feel like an ember and it's lighting up the dark
I'll carry these torches for ya that you know I'll never drop, yeah

[Pre-Chorus]
Everybody hurts sometimes
Everybody hurts someday, ayy-ayy
But everything gon' be alright
Go and raise a glass and say, ayy

[Chorus]
Here's to the ones that we got (Oh-oh)
Cheers to the wish you were here, but you're not
'Cause the drinks bring back all the memories
Of everything we've been through (No, no)
Toast to the ones here today (Ayy)
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories (Ayy)
And the memories bring back, memories bring back you

[Post-Chorus]
Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo
Memories bring back, memories bring back you
Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo (Ooh, yeah)
Memories bring back, memories bring back you

[Outro]
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, no, no
Memories bring back, memories bring back you",,,
Dance Monkey,Tones And I,"[Verse 1]
They say, ""Oh my God, I see the way you shine
Take your hands, my dear, and place them both in mine""
You know you stopped me dead while I was passing by
And now I beg to see you dance just one more time

[Pre-Chorus]
Ooh, I see you, see you, see you every time
And oh my, I, I like your style
You, you make me, make me, make me wanna cry
And now I beg to see you dance just one more time

[Chorus]
So they say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, ayy-ayy-ayy
And when you’re done, I'll make you do it all again""

[Verse 2]
I said, ""Oh my God, I see you walking by
Take my hands, my dear, and look me in my eyes""
Just like a monkey, I've been dancin’ my whole life
But you just beg to see me dance just one more time

[Pre-Chorus]
Ooh, I see you, see you, see you every time
And oh my, I, I like your style
You, you make me, make me, make me wanna cry
And now I beg to see you dance just one more time

[Chorus]
So they say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, ayy-ayy-ayy
And when you're done, I'll make you do it all again""
They say
""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, ayy-ayy-ayy
And when you're done, I'll make you do it all again""

[Bridge]
Ooh, ooh, ooh, ooh, ooh
Oh-oh, oh-oh, oh
Ooh, ooh, ooh, ooh, ooh-ooh
Ooh, ah-ah, ah-ah

[Chorus]
They say
""Dance for me, dance for me, dance for me, oh-oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, ayy-ayy-ayy
And when you’re done, I’ll make you do it all again""
They say
""Dance for me, dance for me, dance for me, oh-oh-oh, oh-oh, oh-oh
I've never seen anybody do the things you do before""
They say
""Move for me, move for me, move for me, ayy-ayy-ayy
And when you’re done, I'll make you do it all again
All again""",,,
Save It For Tomorrow (The Voice Performance),Cammwess,,,,
Rise Up,Andra Day,"[Verse 1]
You’re broken down and tired
Of living life on a merry-go-round
And you can’t find the fighter
But I see it in you so we gonna walk it out
And move mountains
We gonna walk it out
And move mountains

[Chorus]
And I’ll rise up
I'll rise like the day
I’ll rise up
I'll rise unafraid
I'll rise up
And I’ll do it a thousand times again
And I’ll rise up
High like the waves
I’ll rise up
In spite of the ache
I'll rise up
And I’ll do it a thousand times again

[Post-Chorus]
For you
For you
For you
For you

[Verse 2]
When the silence isn’t quiet
And it feels like it’s getting hard to breathe
And I know you feel like dying
But I promise we’ll take the world to its feet
And move mountains
Bring it to its feet
And move mountains

[Chorus]
And I’ll rise up
I'll rise like the day
I’ll rise up
I'll rise unafraid
I'll rise up
And I’ll do it a thousand times again

[Post-Chorus]
For you
For you
For you
For you

[Bridge]
All we need, all we need is hope
And for that we have each other
And for that we have each other
We will rise
We will rise
We’ll rise, ohh ohhh
We’ll rise

[Chorus]
I’ll rise up
Rise like the day
I’ll rise up
In spite of the ache
I will rise a thousands times again
And we’ll rise up
High like the waves
We’ll rise up
In spite of the ache
We’ll rise up
And we'll do it a thousands times again

[Post-Chorus]
For you ohhhh ohhh ohh ohhh ohh
For you ohhhh ohhh ohh ohhh ohh
For you ohhhh ohhh ohh ohhh ohh",,,
Chasin' You,Morgan Wallen,"[Verse 1]
We used to chase that Chattanooga freight
Couple of kids in a Chevrolet
Catch a little air when we cross the tracks
Sipping on something from a paper sack
You hang your shirt on that maple limb
Slipping through the moon to the river bend
Wasn't very long til I was jumping in, jumping in
I guess I'm still doing now what I was doing then

[Chorus]
Chasing you like a shot of whiskey
Burning going down, burning going down
Chasing you like those goodbye tail lights
Headed west to anywhere out of this nowhere town
Chasing that freedom, chasing that feeling that got gone too soon
Chasing that you and me, I only see in my rear view
Yeah, I'm laying here tonight holding someone new
Still chasing you, still chasing you

[Verse 2]
You always used to talk about LA
I heard you got as far as Santa Fe
Well you know I tried to track you down
I only got as far as Guitar Town
Singing about a girl I used to know, used to know
Well you should know that I haven't given up
I'm just on your radio

[Chorus]
Chasing you like a shot of whiskey
Burning going down, burning going down
Chasing you like those goodbye tail lights
Headed west to anywhere out of this nowhere town
Chasing that freedom, chasing that feeling that got gone too soon
Chasing that you and me, I only see in my rear view
Yeah, I'm laying here tonight holding someone new
Still chasing you, still chasing you

[Outro]
Chasing you like a shot of whiskey
Burning going down, burning going down
Chasing you like those goodbye tail lights
Headed west to anywhere out of this nowhere town
Chasing that freedom, chasing that feeling that got gone too soon
Chasing that you and me, I only see in my rear view
Yeah, I'm laying here tonight holding someone new
Still chasing you, still chasing you
Still chasing you, still chasing you",,,
So Will I,Ben Platt,"[Verse 1]
You say ""What if I go crazy?""
I say ""That ain't gonna happen""
You say ""What if I get lost?""
I say ""You'll just find your way back""
And you say ""What if someone breaks my heart?""
“I'll put it back together like I do”
You say ""What if I don't catch the dreams
That I've been out there chasing?
What if when my fears show up
I'm too afraid to face them?""
Well, I can't fight your battles
But I sure can hold your hand and promise you

[Chorus]
That the sky will still be up there
And the sun will always shine
The stars will keep on fallin'
For the ones who wish at night
The mountains won't start moving
And the rivers won't run dry
The world will always be there
And so will I
(Will I, will I)
(Will I, will I)

[Verse 2]
You say ""What if things start changing?""
I say ""We'll be changing with ‘em
We'll just sing a different melody
And dance at different rhythm""
You say ""What if I give up?""
I say ""That's one thing that I'll never let you do""
You say ""What if someone leaves me
And they leave me empty-handed?""
I say ""Losing only teaches you
To not take things for granted
No, I can't just bring 'em back
But darling, I can hold your hand and promise you""

[Chorus]
That the sky will still be up there
And the sun will always shine
The stars will keep on fallin'
For the ones who wish at night
The mountains won't start moving
And the rivers won't run dry
The world will always be there
And so will I

[Post-Chorus]
(Will I, will I)
(Will I, will I)
So will I, I (Will I, will I)
Oh I (Will I, will I)
And so will I (Will I, will I)
I, oh I (Will I, will I)
I, and so will I (So will I, so will I)
I (So will I, so will I)

[Outro]
Even if the sky is fallin'
And the sun don't want to shine
If the stars we used to wish on
Disappear into the night
Well, I can move a mountain
But only by your side
Just say you'll always be there
I know you'll always be there
And so will I",,,
You'll Be In My Heart (The Voice Performance),Thunderstorm Artis & Nick Jonas,,,,
All Night,Brothers Osborne,"[Intro]
Woo!

[Verse 1]
I got the good if you got the time
I got the moon if you got the shine
I got the back if you got the beat
Got that solid gold country 33 on repeat

[Chorus]
All night
Get, get, get to livin', feelin' alright
Dancin' out the denim in 'em, oh my, Levi's
I got the fuse if you got the light
I got the all if y'all got the night
All night
All night
Woo!

[Verse 2]
I got the rebel if you got the yell (Hey)
I got the raisin, if you got the hell
I got the zig (I got the zig) if you got the zag
Got that good life, hell of a time in a bag

[Chorus]
All night
Get, get, get to livin', feelin' alright
Dancin' out the denim in 'em, oh my, Levi's
I got the fuse if you got the light
I got the all if y'all got the night
All night

[Bridge]
What good is a saint if you ain't got the sinnin'?
What good is a life if you don't get to livin'?
What good is the one if you ain't got the other?
Takes two to tango, let's get this thing goin'

[Chorus]
All night
Get, get, get to livin', feelin' alright
Dancin' out the denim in 'em, oh my, Levi's
I got the fuse if you got the light
I got the all if y'all got the night
All night
All night
All night
All night
All night",,,
Count On Me,Bruno Mars,"[Verse 1: Bruno Mars]
If you ever find yourself stuck in the middle of the sea
I'll sail the world to find you
If you ever find yourself lost in the dark and you can't see
I'll be the light to guide you

[Pre-Chorus: Bruno Mars]
Find out what we're made of
When we are called to help our friends in need

[Chorus: Bruno Mars]
You can count on me like 1, 2, 3
I'll be there
And I know when I need it
I can count on you like 4, 3, 2
And you'll be there
Cause that's what friends are supposed to do, oh yeah

[Verse 2: Bruno Mars]
If you're tossin' and you're turnin'
And you just can't fall asleep
I'll sing a song beside you
And if you ever forget how much you really mean to me
Every day I will remind you

[Pre-Chorus: Bruno Mars]
Find out what we're made of
When we are called to help our friends in need

[Chorus: Bruno Mars]
You can count on me like 1, 2, 3
I'll be there
And I know when I need it
I can count on you like 4, 3, 2
And you'll be there
Cause that's what friends are supposed to do, oh yeah

[Bridge: Bruno Mars]
You'll always have my shoulder when you cry
I'll never let go
Never say goodbye

[Chorus: Bruno Mars]
You can count on me like 1, 2, 3
I'll be there
And I know when I need it
I can count on you like 4, 3, 2
And you'll be there
Cause that's what friends are supposed to do, oh yeah

[Outro: Bruno Mars]
You can count on me cause I can count on you",,,
Adore You,Harry Styles,"[Verse 1: Harry Styles]
Walk in your rainbow paradise (Paradise)
Strawberry lipstick state of mind (State of mind)
I get so lost inside your eyes
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
You don't have to say nothing
You don't have to say you're mine

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Verse 2: Harry Styles]
You're wonder under summer sky (Summer sky)
Brown skin and lemon over ice
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
I just wanna tell you somethin'
Lately, you've been on my mind

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Bridge: Amy Allen]
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do

[Chorus: Harry Styles & Amy Allen]
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do (Ah-ah-ah)
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you
Oh, honey (Ah-ah-ah), oh, honey
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you (It's the only thing I'll ever do)

[Outro: Harry Styles]
Ooh, ooh
Oh, honey
Ooh, ooh
Just let me adore you
Like it's the only thing I'll ever do",,,
The Bones,Maren Morris,"[Verse 1]
We're in the homestretch of the hard times
We took a hard left, but we're alright
Yeah, life sure can try to put love through it, but
We built this right, so nothing's ever gonna move it

[Chorus]
When the bones are good, the rest don't matter
Yeah, the paint could peel, the glass could shatter
Let it rain 'cause you and I remain the same
When there ain't a crack in the foundation
Baby, I know any storm we're facing
Will blow right over while we stay put
The house don't fall when the bones are good

[Verse 2]
Call it dumb luck, but baby, you and I
Can't even mess it up, yeah, though we both tried
No, it don't always go the way we planned it
But the wolves came and went and we're still standing

[Chorus]
When the bones are good, the rest don't matter
Yeah, the paint could peel, the glass could shatter
Let it rain 'cause you and I remain the same
When there ain't a crack in the foundation
Baby, I know any storm we're facing
Will blow right over while we stay put
The house don't fall when my bones are good
When the bones are good

[Bridge]
Bones are good, the rest, the rest don't matter (Baby, it don't really matter)
Paint could peel, the glass could shatter (Oh, the glass, oh, the glass could shatter)
Bones are good, the rest, the rest don't matter (Ooh)
Paint could peel, the glass, the glass could shatter (Yeah)

[Chorus]
When the bones are good, the rest don't matter
Yeah, the paint could peel, the glass could shatter
Let it rain (Let it rain, let it rain)
'Cause you and I remain the same (Woo)
When there ain't a crack in the foundation (Woo)
Baby, I know any storm we're facing
Will blow right over while we stay put
The house don't fall when the bones are good

[Outro]
Yeah, ooh",,,
