Righteous,Juice WRLD,"[Intro]
I will (Will)
I will (I will)
I will
Oh-ooh (Oh-ooh)
Uh (Uh)

[Chorus]
All white Gucci suit, I'm feeling righteous, yeah
I know that the truth is hard to digest, yeah
Five or six pills in my right hand, yeah
Codeine runneth over on my nightstand
Takin' medicine to fix all of the damage
My anxiety the size of a planet (Yeah, ooh)
Holes in my skull, over time
My heart's over ice (Woah)

[Verse 1]
Over ice, I'm freezing
Beautiful eyes, deceiving
We may die this evening
Coughing, wheezing, bleeding
High, I'm an anxious soul
Blood moons are my eyes, stay low
Red and black, they glow
Under attack, in my soul
When it's my time, I'll know
Never seen a hell so cold
Yeah, we'll make it out, I'll know
We'll run right through the flames, let's go (Go)

[Chorus]
All white Gucci suit, I'm feeling righteous, yeah
I know that the truth is hard to digest, yeah
Five or six pills in my right hand, yeah
Codeine runneth over on my nightstand
Taking medicine to fix all of the damage
My anxiety the size of a planet (Yeah, ooh)
Holes in my skull, over time
My heart's over ice (Woah, uh)

[Verse 2]
I'm in too deep
Can't swim like me
We're drowning, so I will see
My demons ten feet, under me
Inhale, exhale, but I can't breathe
Too busy drinking codeine doin' high speeds
Crash, pour a four, sip it slow, make the time pass
Take a pill for the thrill, have a relapse
Devil in my head tryna run gym laps
I ain't tryna race, he don't even know me like that

[Chorus]
All white Gucci suit, I'm feeling righteous
I know that the truth is hard to digest
Five or six pills in my right hand
Codeine runneth over on my nightstand
Taking medicine to fix all of the damage
My anxiety the size of a planet (Yeah, ooh)
Holes in my skull, over time
My heart's over ice (Woah)

[Outro]
I will see"
Walk Em Down (feat. Roddy Ricch),NLE Choppa,"[Intro: NLE Choppa]
(CashMoneyAP)
Ooh, ooh, no, no
NLE the Top Shotta

[Chorus: NLE Choppa]
Uh, posted (Posted), in front of the trap (Front the trap)
Selling dope 'til the sun come down (Come down)
Take a fuck nigga right off the map (Off the map)
When I hit him with this whole hundred rounds (A hundred rounds)
Yung Joc, in the club with my Glock (With my Glock)
You want to play, and then this bitch going down (It's goin' down)
We ain't hesitatin', bullets get to blazin' (Get to blazin')
I'ma lay him down like he in the lounge
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down

[Verse 1: NLE Choppa]
Walk down on 'em in Balenciaga runners
My blood slime a nigga out just like an anaconda
You go against me, then you fucked just like a used condom (You fucked, yeah)
I roll 'em up and then I smoke 'em like some good ganja, ayy (I smoke 'em up, yeah)
Still doing drive-bys, but I wanna walk 'em (I wanna)
If I can't find 'em, you know I'm gonna stalk 'em (I gotta stalk 'em)
Caution tape up on the scene, I had to white chalk 'em (Grrt, grrt)
Running from my gun, but my bullets had to hawk 'em (Yeah)

[Chorus: NLE Choppa]
Uh, posted (Posted), in front of the trap (Front the trap)
Selling dope 'til the sun come down (Come down)
Take a fuck nigga right off the map (Off the map)
When I hit him with this whole hundred rounds (A hundred rounds)
Yung Joc, in the club with my Glock (With my Glock)
You want to play, and then this bitch going down (It's goin' down)
We ain't hesitatin', bullets get to blazin' (Get to blazin')
I'ma lay him down like he in the lounge
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down

[Verse 2: Roddy Ricch]
Nigga, I was posted on the corner where the J's at
Roll up in the four by four, pull up at the corner store
And I got red in my drink when I pour up soda
I remember prayin' that the feds never take the Motorola
Choppa got the chopper, make 'em do a backflip
Pay my dawg a dime to walk him down, he need the racks, bitch
I been drinkin', I been taking all this codeine to the face
Got a lot of M's in the safe
Caught a murder, then I beat the case
I was just about to do the race

[Chorus: NLE Choppa]
Uh, posted (Posted), in front of the trap (Front the trap)
Selling dope 'til the sun come down (Come down)
Take a fuck nigga right off the map (Off the map)
When I hit him with this whole hundred rounds (A hundred rounds)
Yung Joc, in the club with my Glock (With my Glock)
You want to play, and then this bitch going down (It's goin' down)
We ain't hesitatin', bullets get to blazin' (Get to blazin')
I'ma lay him down like he in the lounge
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down
Walk 'em down, walk 'em down"
death bed (coffee for your head) (feat. beabadoobee),Powfu,"[Intro: beabadoobee]
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed

[Verse 1: Powfu]
Yeah, I don't wanna fall asleep, I don't wanna pass away
I been thinking of our future 'cause I'll never see those days
I don't know why this has happened, but I probably deserve it
I tried to do my best, but you know that I'm not perfect
I been praying for forgiveness, you've been praying for my health
When I leave this earth, hopin' you'll find someone else
'Cause yeah, we still young, there's so much we haven't done
Getting married, start a family, watch your husband with his son
I wish it could be me, but I won't make it out this bed
I hope I go to heaven so I see you once again
My life was kinda short, but I got so many blessings
Happy you were mine, it sucks that it's all ending

[Chorus: beabadoobee, Powfu, beabadoobee & Powfu]
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed (Yeah, ayy)
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed (Ayy, yeah)

[Verse 2: Powfu]
I'm happy that you here with me, I'm sorry if I tear up
When me and you were younger, you would always make me cheer up
Taking goofy videos and walking through the park
You would jump into my arms every time you heard a bark
Cuddle in your sheets, sing me sound asleep
And sneak out through your kitchen at exactly 1:03
Sundays, went to church, on Mondays, watched a movie
Soon you'll be alone, sorry that you have to lose me

[Chorus: beabadoobee, Powfu, beabadoobee & Powfu]
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed

[Outro: beabadoobee]
Don't stay awake for too long, don't go to bed
I'll make a cup of coffee for your head
It'll get you up and going out of bed"
Flex (feat. Juice WRLD),Polo G,"[Intro: Polo G]
Mm-mm-mm, mm-mm-mm
(Hit-Boy)
Mm-mm-mm, mm-mm-mm

[Chorus: Polo G]
Natural born hustler, nigga, stuntin' is my strong suit
Flexin' with a hundred cash, look at what these songs do
Gangster and a baller, baby, I do what I want to
I be with some steppers, I don't care 'bout what you gon' do
Wet shit like the Warriors, all my niggas gon' shoot
He gon' have to take a loss, some my niggas gone too
I know a bad bitch and I'm who she belong to
I just picked a Cuban up from Wafi, bitch, these stones new

[Verse 1: Polo G]
Dolce & Gabbanas on my feet and these my favorite pair
Got a lot to lose, still can't be scared to take it there
I was in them slums, shit get dreadful like some Haitian hair
I come from that zoo, it's just cobras, pigs, and apes in there
1300 block, bitch, I caught my last cases there
Ain't no second chances in this shit, so we can't play it fair
Foenem line shit like a barber, Glock knock off his facial hair
Caught him lackin' in his whip, they tryna find his face in there
Lil Hop Out, he stay on go, bitch, all he know is green light
Let off shots with accuracy, showed 'em what that beam like
Posted by that liquor store, was sellin' what the fiends like
Used to wake up in low income, now I live a dream life

[Chorus: Polo G]
Natural born hustler, nigga, stuntin' is my strong suit
Flexin' with a hundred cash, look at what these songs do
Gangster and a baller, baby, I do what I want to
I be with some steppers, I don't care 'bout what you gon' do
Wet shit like the Warriors, all my niggas gon' shoot
He gon' have to take a loss, some my niggas gone too
I know a bad bitch and I'm who she belong to
I just picked a Cuban up from Wafi, bitch, these stones new

[Verse 2: Juice WRLD]
Bury me like a pharaoh with this money and my gold too
Keep a shooter in there, try to rob me, this the wrong tomb
I hit Johnny Dang and mixed the diamonds with the gold tooth
The FN sing a song like it's the leader of a soul group
Don't come 'round here like we friends, you know I don't know you
You know I got demons, allow me to show you
Lately, I been on the road (Yeah), show after show
I know I'm makin' all the opps mad back home
Been a while since I had to dial from a trap phone
See you later, alligator, quite a while, crocodile, we gone
Pray to God that my money stay long
Also prayin' for good aim for when the devil try to go

[Chorus: Polo G]
Natural born hustler, nigga, stuntin' is my strong suit
Flexin' with a hundred cash, look at what these songs do
Gangster and a baller, baby, I do what I want to
I be with some steppers, I don't care 'bout what you gon' do
Wet shit like the Warriors, all my niggas gon' shoot
He gon' have to take a loss, some my niggas gone too
I know a bad bitch and I'm who she belong to
I just picked a Cuban up from Wafi, bitch, these stones new"
Circles,Post Malone,"[Intro]
Oh, oh, oh
Oh,  oh, oh
Oh,  oh, oh, oh, oh

[Verse 1]
We couldn't turn around 'til we were upside down
I'll be the bad guy now, but know I ain't too proud
I  couldn't be there even when I tried
You  don't believe it, we do this every time

[Chorus]
Seasons change and our love went cold
Feed  the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm  waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Verse 2]
Let go, I got a feeling that it's time to let go
I said so, I knew that this was doomed from the get-go
You thought that it was special, special
But it was just the sex though, the sex though
And I still hear the echoes (The echoes)
I got a feeling that it's time to let it go, let it go

[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away

[Bridge]
Maybe you don't understand what I'm going through
It's only me, what you got to lose?
Make up your mind, tell me, what are you gonna do?
It's only me, let it go

[Chorus]
Seasons change and our love went cold
Feed the flame 'cause we can't let go
Run away, but we're running in circles
Run away, run away
I dare you to do something
I'm waiting on you again, so I don't take the blame
Run away, but we're running in circles
Run away, run away, run away"
Sunday Best,Surfaces,"[Intro: Forrest]
Good, feeling good

[Chorus: Forrest]
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Yeah, ayy, ayy)

[Verse 1: Forrest]
Every day can be a better day, despite the challenge
All you gotta do is leave it better than you found it
It's gonna get difficult to stand, but hold your balance
I just say whatever 'cause there is no way around it 'cause

[Pre-Chorus: Forrest]
Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay

[Chorus: Forrest]
Ayy, feeling good like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best (Ayy)

[Verse 2: Forrest]
Some days you wake up and nothing works, you feel surrounded
Gotta give your feet some gravity to get you grounded
Keep good things inside your ears just like the waves and sound did
And just say whatever 'cause there is no way around it

[Pre-Chorus: Forrest]
Everyone falls down sometimes
But you just gotta know it'll all be fine
It's okay, uh-huh-huh, uh
It's okay, it's okay

[Chorus: Forrest]
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best
Ayy, feeling good, like I should
Went and took a walk around the neighborhood
Feeling blessed, never stressed
Got that sunshine on my Sunday best"
Say So (feat. Nicki Minaj),Doja Cat,"[Intro: Nicki Minaj]
Yeah, you know it
Mmm, this the remix
Doja, rrr

[Chorus: Doja Cat & Nicki Minaj]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Uh)

[Verse 1: Nicki Minaj]
Every time I take a break, the game be so boring
Pretty like Naomi, Cassie, plus Lauren
Spittin' like Weezy, Foxy, plus Lauryn
Ball like the Rams, see, now that's Gordon
They don't understand the bag talk, I'm foreign
When they think they top the queen, they start fallin'
Word to my ass-shots, I'm so cheeky
Got 'em tryna palm my ass like young Keke
Yes, I'm ghetto, word to Geppetto
Plus I'm little, where's my stiletto?
Tell Mike Jordan send me my Retros
Used to be bi, but now I'm just hetero
Ain't talkin' medicine, but I made him more a fiend
Ever since I put the cookie on quarantine
He know this thing A1 like a felony
All he gotta do is say the word like a spelling bee

[Chorus: Doja Cat]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so (Yeah)

[Verse 2: Doja Cat]
Let me check my chest, my breath right quick (Ha)
He ain't ever seen it in a dress like this (Ah)
He ain't ever even been impressed like this
Prolly why I got him quiet on the set like zip
Like it, love it, need it, bad
Take it, own it, steal it, fast
Boy, stop playing, grab my ass
Why you actin' like you shy? (Hot)
Shut it, save it, keep it pushin'
Why you beating 'round the bush?
Knowin' you want all this woman
Never knock it 'til you try (Yah, yah)
All of them bitches hating I have you with me
All of my niggas sayin' you mad committed
Realer than anybody you had, and pretty
All of the body-ody, the ass and titties

[Chorus: Doja Cat]
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so
Day to night to morning, keep with me in the moment
I'd let you had I known it, why don't you say so?
Didn't even notice, no punches left to roll with
You got to keep me focused; you want it? Say so

[Post-Chorus: Nicki Minaj]
Yeah, you know it
Yeah, you know it
Yeah, you know it
Yeah, you know it

[Outro: Nicki Minaj]
You coulda said so
Boy, you shoulda said so
Say so, say so
I got dressed just to sit in the house
People with the least always doin' the most
I'm countin' money while he suckin' my toes
Real nasty with them balls, all net, yeah, I'm gross
Why you talkin' 'bout who body fake?
With all them fillers in your face, you just full of hate
That real ass ain't keep your nigga home
Now you lookin' silly, that's word to silicone"
Intentions (feat. Quavo),Justin Beiber,"He's perfect, perfect he dont need no filter
Flawless never had to sin to be a leader
Showers us with all His attention
Yh these are His only intentions
Stay in my heart, Lord i plead for your mercy
You're full of equity you're an asset
I'll make sure that i dont need no mentions
Yh these are His only intention
Shout out to the Father, yh for making me
I dont deserve it i dont deserve His mercy
But when i confess, He is there
He's there to comfort me( yh to comfort me yh)
Can nobody throw shade on His name
He's peace
Tripple one Father,Son and the Holy Spirit
He makes it easy to choose
He's got that sweet grace i can't refuse(no i can't refuse it)
Chrous :He's grace and mercy he dont need no filter
Flawless never had to sin to be my leader
He showers us with all His attention
Yh these are His only intentions
Stay in my heart Lord I plead for your mercy
You're full of equity your an asset
I'll make sure that i dont need no mentions
Yh these are His only intentions
Already passed He dont need no approval
Good everyway couldn't worry bout refusing
First in my life you've got the upper hand Lord
Dont need a sponsor no you're my brand Lord
You're my king, My one and only
Never turned you're face on me
Love you Lord through the pain or sorrow
That's how i feel Jesus, Jesus yes He is
Chrous : He's grace and mercy he dont need no filter
Flawless never had to sin to be a leader
Showers us with all His attention
Yh these are His only intentions
Stay in my heart Lord i plead for your mercy
You're full of equity you're an asset(asset)
I'll make sure that I dont need no mentions (yah,yah)
Yh these are His only intentions

No lie, No pretendance
He dont need mentions
He set goals and can decide to be independent
But He minded your business, its in His feeling
No fifty fifty percent chance
Attention He gave commitment
We've got to both admit it
He never left your side
He's a blessing, and by your side
Lord your the best thing
And i dont need a witness
You're on fire, yh your grace is still perfect fitness

Chrous: He's grace and Mercy ..........."
Don't Start Now,Dua Lipa,"[Intro]
If you don't wanna see me

[Verse 1]
Did a full 180, crazy
Thinking 'bout the way I was
Did the heartbreak change me? Maybe
But look at where I ended up
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so

[Pre-Chorus]
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me

[Chorus]
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now

[Verse 2]
Aren't you the guy who tried to
Hurt me with the word ""goodbye""?
Though it took some time to survive you
I'm better on the other side
I'm all good already
So moved on, it's scary
I'm not where you left me at all, so

[Pre-Chorus]
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me
(Don't, don't, don't)

[Chorus]
Don't show up, don't come out
Don't start caring about me now
Walk away, you know how
Don't start caring about me now ('Bout me now, 'bout me)

[Bridge]
Up, up
Don't come out, out, out
Don't show up, up, up
Don't start now (Oh)
Up, up
Don't come out, out
I'm not where you left me at all, so

[Pre-Chorus]
If you don't wanna see me dancing with somebody
If you wanna believe that anything could stop me

[Chorus]
Don't show up (Don't show up), don't come out (Don't come out)
Don't start caring about me now ('Bout me now)
Walk away (Walk away), you know how (You know how)
Don't start caring about me now (So)

[Outro]
Up, up
Don't come out, out, out
Don't show up, up, up
Walk away, walk away (So)
Up, up
Don't come out, out, out
Don't show up, up, up
Walk away, walk away, oh"
Adore You,Harry Styles,"[Verse 1: Harry Styles]
Walk in your rainbow paradise (Paradise)
Strawberry lipstick state of mind (State of mind)
I get so lost inside your eyes
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
You don't have to say nothing
You don't have to say you're mine

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Verse 2: Harry Styles]
You're wonder under summer sky (Summer sky)
Brown skin and lemon over ice
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
I just wanna tell you somethin'
Lately, you've been on my mind

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Bridge: Amy Allen]
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do

[Chorus: Harry Styles & Amy Allen]
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do (Ah-ah-ah)
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you
Oh, honey (Ah-ah-ah), oh, honey
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you (It's the only thing I'll ever do)

[Outro: Harry Styles]
Ooh, ooh
Oh, honey
Ooh, ooh
Just let me adore you
Like it's the only thing I'll ever do"
Sea Change,Beck,"She was the one they turned to
When all else had seemed to fail
She was the one who listened
Who gave herself up through it all

Only so much someone can take
Propping up another's dreams
To reach such fame in the eyes of your friends
Surely you were misunderstood

All those secret moments alone
Where you wondered just who you were
All the love you gave seemed from somewhere else
Something learnt, but never real

Letters from sunken, poor lost souls
Who'd misread the look in your eyes
Taking a shot in the dark at your love
Woman you can leave them all behind

Now your pushing yourself even further
Found the strength to aim for higher ground

You are your mother
Your father
Your sister
Your brother
All of them are with you inside

She was the one they turned to
When they needed a woman's voice
She was the one who listened
And gave out the gentle advice

When could you break from the image?
Put aside the perfect face?
Be wrong, be rude, be nasty and cold
Start putting people in their place

Back to the woods where your brother played
Back to the promises your mother made
Back to the room where your sister stayed
Back to the year when you felt the change

You carried weights not all could see
But you put them down and you danced with me
Danced in the summer Danced in the rain
Danced away the past Danced away the pain

Out in the country we stood as the lightening cracked
You told me you had to go on alone and not come back

You are your mother
Your father
Your sister
Your brother
All of them are with you inside
They will never, never, never forget you no they'll never, never, never forget you

When I met you
That night
You were falling down
Desperately searching
For a loving sound
With perfect
Strangers
In an unknown town
We fell in together
Until morning
Came
We looked harder
Together
Look at what we
Found!
Now we are over
We are stronger
Even though we are apart"
Into the Unknown,Idina Menzel,"[Intro: AURORA]
Ooh
Ooh
Ooh

[Verse 1: Idina Menzel]
I can hear you, but I won't
Some look for trouble while others don't
There's a thousand reasons I should go about my day
And ignore your whispers, which I wish would go away, oh

[Refrain: Idina Menzel & AURORA]
Ooh
Oh
Ooh, ah

[Verse 2: Idina Menzel]
You're not a voice, you're just a ringing in my ear
And if I heard you, which I don't, I'm spoken for, I fear
Everyone I've ever loved is here within these walls
I'm sorry, secret siren, but I'm blocking out your calls

[Pre-Chorus]
I've had my adventure, I don't need something new
I'm afraid of what I'm risking if I follow you

[Chorus: Idina Menzel]
Into the unknown
Into the unknown
Into the unknown

[Refrain: AURORA]
Ooh
Ooh

[Verse 3: Idina Menzel]
What do you want? 'Cause you've been keeping me awake
Are you here to distract me so I make a big mistake?
Or are you someone out there who's a little bit like me?
Who knows deep down I'm not where I'm meant to be?

[Pre-Chorus: Idina Menzel]
Every day's a little harder as I feel my power grow
Don't you know there's part of me that longs to go

[Chorus: Idina Menzel]
Into the unknown?
Into the unknown
Into the unknown

[Refrain: AURORA]
Ooh
Ooh, ah

[Bridge: Idina Menzel, AURORA & Both]
Oh
Are you out there?
Do you know me?
Can you feel me?
Can you show me?
Ah, ah (Ah, ah)
Ah, ah (Ah, ah)
Oh, oh
Oh, oh
Oh, oh
Oh, oh

[Outro: Idina Menzel & AURORA]
Where are you going?
Don't leave me alone
How do I follow you (Ah)
Into the unknown? (Oh, oh)"
Coaster,Khalid,"[Verse 1]
As time passes, I feel so low
Searchin' for pieces, covering up the hole
I'll fight for your love, I'll fight for your soul
I'll throw all of my cares away for you
I'll be there to wait for you
Maybe you weren't the one for me
But deep down I wanted you to be
I'll still see you in my dreams
All the things that I did for you, just wasn't it for you

[Chorus]
So I'll be coasting, roller-coasting
Through my emotion
I will be coasting, roller-coasting
I'm hoping that you'll come back to me

[Verse 2]
Moving on seems harder to do
When the one that you love moves faster than you
I gave you my all, I showed the proof of your lies
And you weren't worth it, you don't deserve me
As time passes I'm feeling high
You're not the one I'm thinking of tonight
I may not be over you, but I'll try inside
I'm feeling better now, finally feeling special now, oh

[Chorus]
Coasting, roller-coasting
In my emotions, oh
I'll be coasting, roller-coasting
I noticed you weren't the one for me

[Outro]
You weren't the one for me
You weren't the one for me
You weren't the one for me
You weren't the one for me
Weren't the one for me
You weren't the one
You weren't the one for me
So don't come back to me, no
No, don't come back to me, no
No, don't come back to me
No, don't come back to me, no
No, don't come back to me
You weren't the one for me
You weren't the one for me
You weren't the one for me
You weren't the one for me"
Solitaires (feat. Travis Scott),Future,"[Intro: Future]
(Wheezy daqui)

[Refrão: Travis Scott]
Diamantes únicos, joias únicas
Com uma mina que brilha parecendo a lua
Ela disse que quer festejar, quer curtir
Pegando ela no meu quarto, ela não curte multidão
Tá rolando, deixe entrar (Ooh)
Eu termino, e elas vem (Ooh)

[Verso 1: Future & Travis Scott]
Vim do tráfico
Comprei um Richard Mille, meu novo relógio não para
Vestindo Louis V, faço um filme, e de Prada faço outro filme
É o Don Dada, que tá andando nessa Lamborghini
Doze horas, pego minha arma carregada, e tô tomando uma pílula
Segunda até domingo, escolha um horário para perfurar
Pegando minha alface, pegando meu papel, pegando minhas árvores (Woo, woo)
Mil por cento, mantenho mil comigo (Woo, woo, yeah)
Comecei com meu esquadrão, então não posso relaxar
Dinheiro por cadelas, tenho que jogar em campo
Diamantes Coronavirus, você pode pegar gripe
Trabalhando muito, andando de Jimmy Choo
Os solitários também fizeram um rockstar (Ooh)
Diamantes únicos, eu posso te provar (Ooh)
Essas minas tão em mim como um grupo pop
Eu tenho grana na minha mente e não posso perder (Sim)
E tenho diamantes únicos, joias únicas
Relógios cheios de diamantes, bolsos cheios de dinheiro (Yeah)
Diamantes únicos, joias únicas
As minas ficando peladas na minha piscina (Yeah)
Eu quero cuidar de você e das suas amigas (Sim)

[Refrão: Travis Scott]
Ooh
Eu apago, eles entram
Ooh (Está aceso)
Decisões radicais o que sempre escolhemos
Todos os cães estão com fome e eles vendem comida (Sim)
Toda vez que fazemos isso, tendem a dar a notícia
Eu não quero se estiver duro ou se essa vagina estiver solta
Correndo, sei que eles estão armados porque eu peguei o suco
Eu tenho pensado desde jovem, trouxe esse trabalho para a escola
Inundando todas as centenas, acabamos quebrando a piscina
Todo esse dinheiro traz o poder, eu não fiz as regras (Vamos lá)

[Verso 2: Future & Travis Scott]
Beber codeína soltou meus parafusos
Ganhar todo esse dinheiro afrouxou meus parafusos (Sim)
Lamborghini correndo fez sua buceta suculenta
Segurando no volante, brincando na buceta dela
Diamantes no meu pescoço estão ficando loucos
Eu acho que preciso ver um psiquiatra (Ooh)
Vivendo nas ruas e a sarjeta me criou
Eu sei como vender narcóticos (Sim)

[Verso 3: Travis Scott]
Quando eles nos deixam sem controle, cara, nós vamos fazer essa merda estourar
Anda caçando esposas há tanto tempo, ela manca quando anda
Tenho sete gotas em quatro pontos, posso escolher onde moro
Nos fundos eles jogam gêmeos como um zoológico de Hugh Hefner
Nos meus dentes, esses diamantes brilham, nas pernas uma Jacuzzi
Estou mexendo todos os dias, tenho alguns parafusos perdidos
Eu mantenho uma bomba Air Max em mim, não, não tenho 270 (Sim)
E eles sabem exatamente onde eu estou, é como se eu tivesse 713 (Sim)
Ter dinheiro neste lado não é a conversa (sim, sim)
Diamantes únicos para o meu dia por dentro, ele esperou, sim (Para cima)

[Refrão: Travis Scott & Future]
Diamantes únicos, joias únicas
Com uma mina que brilha parecendo a lua
Ela disse que quer festejar, quer curtir
Pegando ela no meu quarto, ela não curte multidão
Eu quero cuidar de você e das suas amigas (Ooh)
Eu termino, e elas vem (Ooh)"
